symbol,pattern,entry_date,exit_date,pnl_pct,pnl_dollars,capital_after,shares,entry_price
KO,Falling Wedge,2024-12-31 05:00:00+00:00,2025-01-06 05:00:00+00:00,-0.5273598395810648,-7.974859473303249,7609.925964994661,25.618277246368347,59.02908672826443
GL,Falling Wedge,2024-12-31 05:00:00+00:00,2025-01-02 05:00:00+00:00,5.451773971854407,82.44300768198329,7692.368972676644,14.445368838585084,104.68569728488303
SRE,Falling Wedge,2024-12-31 05:00:00+00:00,2025-01-07 05:00:00+00:00,-1.964930512294808,-29.714141150386343,7662.654831526258,18.483708404894298,81.81385879276148
OKE,Falling Wedge,2024-12-31 05:00:00+00:00,2025-01-13 05:00:00+00:00,4.073881094735548,61.60618765978046,7724.2610191860385,16.514566716995216,91.56906961708928
MSI,Falling Wedge,2025-01-14 05:00:00+00:00,2025-01-17 05:00:00+00:00,2.708813969491681,41.84717230554238,7766.108191491581,3.456350331234087,446.9605380787947
AFL,Falling Wedge,2025-01-14 05:00:00+00:00,2025-01-15 05:00:00+00:00,4.748953896271158,73.36431892575794,7839.472510417339,16.113416149693016,95.87366139405762
A,Falling Wedge,2025-01-14 05:00:00+00:00,2025-01-17 05:00:00+00:00,7.915814661237028,122.28763724578904,7961.760147663129,11.396572503206633,135.5541065879707
ETR,Falling Wedge,2025-01-14 05:00:00+00:00,2025-01-15 05:00:00+00:00,3.6823427224531238,56.88675270065612,8018.646900363785,21.306837162769224,72.5049988431237
AON,Falling Wedge,2025-01-14 05:00:00+00:00,2025-01-15 05:00:00+00:00,3.536883962982339,54.63962984929744,8073.286530213082,4.545738439798184,339.8462591494363
TJX,Falling Wedge,2025-01-28 05:00:00+00:00,2025-02-06 05:00:00+00:00,3.9611890435306547,63.95962829752735,8137.246158510609,13.48605645652065,119.72790646756582
CBOE,Falling Wedge,2025-01-28 05:00:00+00:00,2025-02-03 05:00:00+00:00,5.6802799718901635,91.71705556980001,8228.96321408041,8.29956808196967,194.54714873059064
BLDR,Channel Breakout,2025-01-28 05:00:00+00:00,2025-02-07 05:00:00+00:00,-7.220550423104405,-116.58714494314634,8112.376069137264,9.63809847690793,167.52861676099275
BAC,Falling Wedge,2025-01-28 05:00:00+00:00,2025-01-31 05:00:00+00:00,-0.3631616174647904,-5.863815589137777,8106.512253548126,36.07614617899343,44.75692325980223
AJG,Falling Wedge,2025-01-28 05:00:00+00:00,2025-01-31 05:00:00+00:00,4.41663663721717,71.31354614418197,8177.825799692308,5.669412786486996,284.80150711395373
BKNG,Falling Wedge,2025-02-11 05:00:00+00:00,2025-02-12 05:00:00+00:00,5.634736009230829,92.15977902148626,8269.985578713793,8.737339394708998,187.1925864444384
CVS,Channel Breakout,2025-02-11 05:00:00+00:00,2025-02-12 05:00:00+00:00,9.877419109121156,161.55162564988962,8431.537204363683,32.50119102501697,50.323237652414846
CSX,Falling Wedge,2025-02-11 05:00:00+00:00,2025-02-21 05:00:00+00:00,-0.5905126614256938,-9.658219355304015,8421.87898500838,51.97703365067119,31.467073918277386
COO,Falling Wedge,2025-02-11 05:00:00+00:00,2025-02-12 05:00:00+00:00,-0.30388376023464503,-4.970216909108783,8416.90876809927,17.603757350894163,92.91000366210938
BRO,Falling Wedge,2025-02-11 05:00:00+00:00,2025-02-18 05:00:00+00:00,5.839520643818669,95.50916515771229,8512.417933256984,15.75361434225165,103.82158179103244
CCI,Falling Wedge,2025-02-25 05:00:00+00:00,2025-02-27 05:00:00+00:00,3.050773294943126,51.93891461235073,8564.356847869334,20.24563955992937,84.09137096468866
CHD,Falling Wedge,2025-02-25 05:00:00+00:00,2025-02-26 05:00:00+00:00,2.547249520908177,43.36650500451805,8607.723352873852,16.30768349275693,104.39763485767652
CHRW,Falling Wedge,2025-02-25 05:00:00+00:00,2025-03-10 04:00:00+00:00,3.9371608983579094,67.02951807460009,8674.752870948452,17.534234148875942,97.09483586202349
CPT,Channel Breakout,2025-02-25 05:00:00+00:00,2025-02-27 05:00:00+00:00,4.523309261020421,77.00859774235525,8751.761468690807,15.290103454006926,111.3454589612501
O,Falling Wedge,2025-02-25 05:00:00+00:00,2025-03-03 05:00:00+00:00,4.674856795456105,79.58866964209764,8831.350138332906,33.809746286982374,50.35481698680765
GWW,Falling Wedge,2025-03-11 04:00:00+00:00,2025-03-12 04:00:00+00:00,-3.5606740114131714,-62.89111784650419,8768.459020486402,1.7800917912244647,992.2353647008416
CHRW,Falling Wedge,2025-03-11 04:00:00+00:00,2025-03-12 04:00:00+00:00,-3.2580765609870745,-57.546429775144794,8710.912590711258,18.369915762976632,96.1501430086241
COR,Falling Wedge,2025-03-11 04:00:00+00:00,2025-03-18 04:00:00+00:00,5.190152333060671,91.67210504908843,8802.584695760346,7.105230819656046,248.58728343917247
XEL,Ascending Triangle,2025-03-11 04:00:00+00:00,2025-03-17 04:00:00+00:00,3.967280756963917,70.07289092363753,8872.657586683983,27.116563833830657,65.13620377899727
EFX,Falling Wedge,2025-03-11 04:00:00+00:00,2025-03-12 04:00:00+00:00,-5.057662050579677,-89.33196890005584,8783.325617783927,7.201823381483388,245.2531718853088
