pnl_pct,exit_reason,days_held,symbol,pattern,entry_price,breakout,sl_price,t1_price,planned_risk_pct,uncapped_risk_pct,cap_applied,atr,exit_price,gap_through_tp,gap_through_sl,same_day_both,same_day_high,same_day_low,same_day_open,same_day_close,pnl_dollars,cum_pnl,equity,peak,dd,entry_date,year,risk_bucket
-2.031829520771267,LOSS,3,SYK,Falling Wedge,251.0418385843948,250.5288877382606,246.4431800757189,262.3971619178592,1.630832954804887,2.7536443095914565,False,4.599116307391583,246.4431800757189,,,,,,,,-20.31829520771267,-20.31829520771267,9979.681704792287,9979.681704792287,0.0,2021-10-26 04:00:00,2021,0-3%
5.837197157703487,WIN_T1,8,TPR,Falling Wedge,34.35995345915352,34.279122292017675,33.111290907141736,36.43433159277778,3.406829891755668,3.9118124816767352,False,0.8939566562855857,36.43433159277778,,,,,,,,58.37197157703487,38.053676369322204,10038.053676369322,10038.053676369322,0.0,2021-10-26 04:00:00,2021,3-5%
3.817715860061326,WIN_T1,1,TDY,Double Bottom,440.2999877929688,440.29998779296875,429.90392303466797,454.1949768066406,2.3611321931694134,2.3611321931694134,False,6.9307098388671875,457.989990234375,True,,,,,,,38.177158600613254,76.23083496993546,10076.230834969936,10076.230834969936,0.0,2021-10-26 04:00:00,2021,0-3%
7.554705880063403,WIN_T1,1,TPL,Falling Wedge,126.0480914874548,127.7485718814536,121.90220852146739,135.5960949424491,4.5764608354381,4.5764608354381,False,3.897575573324145,135.82275024974015,True,,,,,,,75.54705880063403,151.7778937705695,10151.77789377057,10151.77789377057,0.0,2021-10-26 04:00:00,2021,3-5%
-3.325822942063694,LOSS,1,TXT,Ascending Triangle,73.26667500828678,73.26667500828678,70.9764884719905,76.8622355949881,3.125822942063694,3.125822942063694,False,1.5267910241975144,70.9764884719905,,,,,,,,-33.258229420636944,118.51966434993255,10118.519664349933,10151.77789377057,-0.3276099001441414,2021-10-26 04:00:00,2021,3-5%
-4.108145179568666,LOSS,1,URI,Inverse Head & Shoulders,349.77308204251074,349.77308204251074,336.1034421972376,368.74498537232256,3.908145179568666,3.908145179568666,False,9.113093230182098,336.1034421972376,,,,,,,,-41.08145179568666,77.4382125542459,10077.438212554245,10151.77789377057,-0.7322823843687678,2021-10-26 04:00:00,2021,3-5%
5.912739886352146,WIN_T1,1,UNH,Double Top Breakout,393.8405174605399,393.8405174605399,380.7287974254786,414.6746553814198,3.329195309716959,3.329195309716959,False,8.741146690040848,417.914963859966,True,,,,,,,59.12739886352146,136.56561141776734,10136.565611417767,10151.77789377057,-0.14984845523597604,2021-10-26 04:00:00,2021,3-5%
6.36340545340701,WIN_T1,13,VTRS,Falling Wedge,10.96527405658572,10.936504776577888,10.5857466942425,11.404045268504742,3.2072228696556384,3.2072228696556384,False,0.23383872155692487,11.684969451996691,True,,,,,,,63.6340545340701,200.19966595183746,10200.199665951837,10200.199665951837,0.0,2021-10-26 04:00:00,2021,3-5%
-2.5158704026531935,LOSS,1,WAB,Inverse Head & Shoulders,88.43203528561665,88.43203528561665,86.38406395397323,91.5059108744579,2.3158704026531933,2.3158704026531933,False,1.3653142210956202,86.38406395397323,,,,,,,,-25.158704026531932,175.04096192530554,10175.040961925306,10200.199665951837,-0.24664913286463172,2021-10-26 04:00:00,2021,0-3%
6.519568448747201,WIN_T1,2,WFC,Falling Wedge,42.30238851344605,42.27101196667021,40.64042486983239,45.14492646506203,3.857459334362529,3.857459334362529,False,1.0870580645585453,45.14492646506203,,,,,,,,65.19568448747201,240.23664641277753,10240.236646412777,10240.236646412777,0.0,2021-10-26 04:00:00,2021,3-5%
3.6195358520485064,WIN_T1,2,WDC,Falling Wedge,41.43163102214957,41.25199251175285,40.54486186432806,43.01412702312902,1.7141733147152256,4.525990315689938,False,1.2447074574073835,43.01412702312902,,,,,,,,36.19535852048506,276.4320049332626,10276.432004933262,10276.432004933262,0.0,2021-10-26 04:00:00,2021,0-3%
11.00618670241705,WIN_T1,1,WYNN,Falling Wedge,80.44738545006021,79.89221967045947,76.05439983163873,89.46246966080705,4.803746666009566,4.803746666009566,False,2.5585465592138195,89.46246966080705,,,,,,,,110.06186702417051,386.4938719574331,10386.493871957433,10386.493871957433,0.0,2021-10-26 04:00:00,2021,3-5%
-0.5526886735938932,LOSS,7,DTE,Falling Wedge,96.29797004216412,97.87771901822653,95.95833800892457,100.23536540694478,1.9609989163565773,1.9609989163565773,False,1.2795873395346422,95.95833800892457,,,,,,,,-5.526886735938932,380.96698522149416,10380.966985221494,10386.493871957433,-0.05321224663561584,2021-10-26 04:00:00,2021,0-3%
4.301286505425486,WIN_T1,21,ETR,Falling Wedge,42.96315372543764,42.82037108063061,41.93884310770669,44.897048366385974,2.0586649547338234,2.0586649547338234,False,0.5876853152826135,44.897048366385974,,,,,,,,43.01286505425485,423.979850275749,10423.97985027575,10423.97985027575,0.0,2021-10-26 04:00:00,2021,0-3%
-1.882922497774826,LOSS,15,GS,Falling Wedge,361.20021052828974,361.0354123692104,355.1214909232991,383.05541425829426,1.6380447023472184,3.300997807558286,False,7.94518069787778,355.1214909232991,,,,,,,,-18.82922497774826,405.15062529800076,10405.150625298002,10423.97985027575,-0.18063374304440644,2021-10-26 04:00:00,2021,0-3%
5.1109196164918105,WIN_T1,15,HPE,Falling Wedge,13.083183934823458,13.068986042869883,12.643551298406111,13.778021316879702,3.2553003199194506,3.2553003199194506,False,0.28362316297584794,13.778021316879702,,,,,,,,51.1091961649181,456.25982146291886,10456.25982146292,10456.25982146292,0.0,2021-10-26 04:00:00,2021,3-5%
-2.0677507127700943,LOSS,23,PPL,Falling Wedge,24.36297509489681,24.33399162025761,23.907935453909875,24.967807669015897,1.7508683860688545,1.7508683860688545,False,0.2840374442318228,23.907935453909875,,,,,,,,-20.67750712770094,435.5823143352179,10435.582314335217,10456.25982146292,-0.19775242276649477,2021-10-26 04:00:00,2021,0-3%
-2.853948560308976,LOSS,24,PRU,Inverse Head & Shoulders,86.12639842789835,86.12639842789835,83.84064811677517,91.15807233569348,2.653948560308976,2.653948560308976,False,1.5238335407487906,83.84064811677517,,,,,,,,-28.539485603089762,407.04282873212816,10407.042828732128,10456.25982146292,-0.47069404903048323,2021-10-26 04:00:00,2021,0-3%
4.505877475823177,WIN_T1,2,TECH,Falling Wedge,121.86392759659346,121.59080289479836,117.61102316352455,127.59869471651501,3.273092731131281,3.273092731131281,False,2.653186487515877,127.59869471651501,,,,,,,,45.05877475823177,452.10160349035993,10452.10160349036,10456.25982146292,-0.039767737638116994,2021-10-26 04:00:00,2021,3-5%
-3.2636299863133194,LOSS,31,HBAN,Inverse Head & Shoulders,12.855144007417191,12.855144007417191,12.461309960822199,13.54638944638879,3.063629986313319,3.063629986313319,False,0.2625560310633289,12.461309960822199,,,,,,,,-32.63629986313319,419.4653036272267,10419.465303627227,10456.25982146292,-0.3518898579793061,2021-10-26 04:00:00,2021,3-5%
5.138113465189868,WIN_T1,41,WEC,Falling Wedge,74.6807539206977,74.47914787944336,73.54179972784509,78.66729730164377,1.258537695833366,2.282547499206833,False,1.1333479515685252,78.66729730164377,,,,,,,,51.38113465189868,470.8464382791254,10470.846438279126,10470.846438279126,0.0,2021-10-26 04:00:00,2021,0-3%
5.079944003728219,TIME_EXIT,43,PSA,Falling Wedge,263.6726239703455,263.557754480679,256.411679961879,280.2259281769545,2.711388451795265,2.711388451795265,False,4.764049679200023,277.5943908691406,,,,,,,,50.79944003728219,521.6458783164076,10521.645878316407,10521.645878316407,0.0,2021-10-26 04:00:00,2021,0-3%
